"Catalog / Data Sheet","Part No.","Status","Apps.","Feature","L x W Size","T(Max.) / mm","Capacitance","Tolerance","Rated Voltage [DC] / V","Temp. Chara.","AEC- Q200"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1A156M125AC.pdf","C2012X6S1A156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1A226M125AC.pdf","C2012X6S1A226M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","10","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C106K085AC.pdf","C2012X6S1C106K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±10%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C106K125AC.pdf","C2012X6S1C106K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C106M085AC.pdf","C2012X6S1C106M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","10μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C106M125AC.pdf","C2012X6S1C106M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C156M125AC.pdf","C2012X6S1C156M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","15μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C226M125AC_20190710.pdf","C2012X6S1C226M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","22μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C685K125AC.pdf","C2012X6S1C685K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±10%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1C685M125AC.pdf","C2012X6S1C685M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±20%","16","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1E475K125AC.pdf","C2012X6S1E475K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1E475M125AC.pdf","C2012X6S1E475M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","25","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1H335K125AC.pdf","C2012X6S1H335K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1H335M125AC.pdf","C2012X6S1H335M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1H475K125AC.pdf","C2012X6S1H475K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1H475M125AC.pdf","C2012X6S1H475M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","50","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1V335K125AB.pdf","C2012X6S1V335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1V335M125AB.pdf","C2012X6S1V335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1V475K125AB.pdf","C2012X6S1V475K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X6S1V475M125AB.pdf","C2012X6S1V475M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","35","X6S","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R0J106K125AB.pdf","C2012X7R0J106K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","6.3","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R0J106M125AB.pdf","C2012X7R0J106M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","6.3","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A106K125AC.pdf","C2012X7R1A106K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±10%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A106M125AC.pdf","C2012X7R1A106M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","10μF","±20%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A475K085AC.pdf","C2012X7R1A475K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±10%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A475K125AC.pdf","C2012X7R1A475K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A475M085AC.pdf","C2012X7R1A475M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","4.7μF","±20%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A475M125AC.pdf","C2012X7R1A475M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A685K125AC.pdf","C2012X7R1A685K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±10%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1A685M125AC.pdf","C2012X7R1A685M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","6.8μF","±20%","10","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C225K085AB.pdf","C2012X7R1C225K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C225K125AB.pdf","C2012X7R1C225K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C225M085AB.pdf","C2012X7R1C225M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C225M125AB.pdf","C2012X7R1C225M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C335K125AB.pdf","C2012X7R1C335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C335M125AB.pdf","C2012X7R1C335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C475K125AB.pdf","C2012X7R1C475K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1C475M125AB.pdf","C2012X7R1C475M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","16","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E155K125AC.pdf","C2012X7R1E155K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E155M125AC.pdf","C2012X7R1E155M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E225K085AB.pdf","C2012X7R1E225K085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E225K125AB.pdf","C2012X7R1E225K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E225M085AB.pdf","C2012X7R1E225M085AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E225M125AB.pdf","C2012X7R1E225M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E335K125AB.pdf","C2012X7R1E335K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E335M125AB.pdf","C2012X7R1E335M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E475K125AB.pdf","C2012X7R1E475K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±10%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1E475M125AB.pdf","C2012X7R1E475M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","4.7μF","±20%","25","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1H155K125AC.pdf","C2012X7R1H155K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1H155M125AC.pdf","C2012X7R1H155M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1H225K125AC.pdf","C2012X7R1H225K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1H225M125AC.pdf","C2012X7R1H225M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1H475K125AC.pdf","C2012X7R1H475K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.5","4.7μF","±10%","50","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V155K125AB.pdf","C2012X7R1V155K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V155M125AB.pdf","C2012X7R1V155M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","1.5μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V225K085AC.pdf","C2012X7R1V225K085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V225K125AB.pdf","C2012X7R1V225K125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V225M085AC.pdf","C2012X7R1V225M085AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1","2.2μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V225M125AB.pdf","C2012X7R1V225M125AB","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","2.2μF","±20%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V335K125AC.pdf","C2012X7R1V335K125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±10%","35","X7R","No"
"https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf https://product.tdk.com/info/en/documents/chara_sheet/C2012X7R1V335M125AC.pdf","C2012X7R1V335M125AC","Production","Commercial Grade","General (Up to 75V)","2.0mm x 1.25mm [EIA 0805]","1.45","3.3μF","±20%","35","X7R","No"
