"Part Number","Status","Characteristic","Length","Width","Thickness","Temperature characteristics","Rated Voltage","Capacitance","Tolerance of capacitance","Notes"
"GRM0115C1C4R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.1pF","±0.1pF",""
"GRM0115C1C4R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.1pF","±0.25pF",""
"GRM0115C1C4R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.1pF","±0.05pF",""
"GRM0115C1C4R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.2pF","±0.1pF",""
"GRM0115C1C4R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.2pF","±0.25pF",""
"GRM0115C1C4R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.2pF","±0.05pF",""
"GRM0115C1C4R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.3pF","±0.1pF",""
"GRM0115C1C4R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.3pF","±0.25pF",""
"GRM0115C1C4R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.3pF","±0.05pF",""
"GRM0115C1C4R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.4pF","±0.1pF",""
"GRM0115C1C4R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.4pF","±0.25pF",""
"GRM0115C1C4R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.4pF","±0.05pF",""
"GRM0115C1C4R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.5pF","±0.1pF",""
"GRM0115C1C4R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.5pF","±0.25pF",""
"GRM0115C1C4R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.5pF","±0.05pF",""
"GRM0115C1C4R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.6pF","±0.1pF",""
"GRM0115C1C4R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.6pF","±0.25pF",""
"GRM0115C1C4R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.6pF","±0.05pF",""
"GRM0115C1C4R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.7pF","±0.1pF",""
"GRM0115C1C4R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.7pF","±0.25pF",""
"GRM0115C1C4R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.7pF","±0.05pF",""
"GRM0115C1C4R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.8pF","±0.1pF",""
"GRM0115C1C4R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.8pF","±0.25pF",""
"GRM0115C1C4R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.8pF","±0.05pF",""
"GRM0115C1C4R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.9pF","±0.1pF",""
"GRM0115C1C4R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.9pF","±0.25pF",""
"GRM0115C1C4R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","4.9pF","±0.05pF",""
"GRM0115C1C510GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","51pF","±2%",""
"GRM0115C1C510JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","51pF","±5%",""
"GRM0115C1C560GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","56pF","±2%",""
"GRM0115C1C560JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","56pF","±5%",""
"GRM0115C1C5R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5pF","±0.1pF",""
"GRM0115C1C5R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5pF","±0.25pF",""
"GRM0115C1C5R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5pF","±0.05pF",""
"GRM0115C1C5R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.1pF","±0.1pF",""
"GRM0115C1C5R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.1pF","±0.25pF",""
"GRM0115C1C5R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.1pF","±0.5pF",""
"GRM0115C1C5R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.1pF","±0.05pF",""
"GRM0115C1C5R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.2pF","±0.1pF",""
"GRM0115C1C5R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.2pF","±0.25pF",""
"GRM0115C1C5R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.2pF","±0.5pF",""
"GRM0115C1C5R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.2pF","±0.05pF",""
"GRM0115C1C5R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.3pF","±0.1pF",""
"GRM0115C1C5R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.3pF","±0.25pF",""
"GRM0115C1C5R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.3pF","±0.5pF",""
"GRM0115C1C5R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.3pF","±0.05pF",""
"GRM0115C1C5R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.4pF","±0.1pF",""
"GRM0115C1C5R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.4pF","±0.25pF",""
"GRM0115C1C5R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.4pF","±0.5pF",""
"GRM0115C1C5R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.4pF","±0.05pF",""
"GRM0115C1C5R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.5pF","±0.1pF",""
"GRM0115C1C5R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.5pF","±0.25pF",""
"GRM0115C1C5R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.5pF","±0.5pF",""
"GRM0115C1C5R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.5pF","±0.05pF",""
"GRM0115C1C5R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.6pF","±0.1pF",""
"GRM0115C1C5R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.6pF","±0.25pF",""
"GRM0115C1C5R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.6pF","±0.5pF",""
"GRM0115C1C5R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.6pF","±0.05pF",""
"GRM0115C1C5R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.7pF","±0.1pF",""
"GRM0115C1C5R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.7pF","±0.25pF",""
"GRM0115C1C5R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.7pF","±0.5pF",""
"GRM0115C1C5R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.7pF","±0.05pF",""
"GRM0115C1C5R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.8pF","±0.1pF",""
"GRM0115C1C5R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.8pF","±0.25pF",""
"GRM0115C1C5R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.8pF","±0.5pF",""
"GRM0115C1C5R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.8pF","±0.05pF",""
"GRM0115C1C5R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.9pF","±0.1pF",""
"GRM0115C1C5R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.9pF","±0.25pF",""
"GRM0115C1C5R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.9pF","±0.5pF",""
"GRM0115C1C5R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","5.9pF","±0.05pF",""
"GRM0115C1C620GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","62pF","±2%",""
"GRM0115C1C620JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","62pF","±5%",""
"GRM0115C1C680GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","68pF","±2%",""
"GRM0115C1C680JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","68pF","±5%",""
"GRM0115C1C6R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6pF","±0.1pF",""
"GRM0115C1C6R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6pF","±0.25pF",""
"GRM0115C1C6R0DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6pF","±0.5pF",""
"GRM0115C1C6R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6pF","±0.05pF",""
"GRM0115C1C6R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.1pF","±0.1pF",""
"GRM0115C1C6R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.1pF","±0.25pF",""
"GRM0115C1C6R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.1pF","±0.5pF",""
"GRM0115C1C6R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.1pF","±0.05pF",""
"GRM0115C1C6R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.2pF","±0.1pF",""
"GRM0115C1C6R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.2pF","±0.25pF",""
"GRM0115C1C6R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.2pF","±0.5pF",""
"GRM0115C1C6R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.2pF","±0.05pF",""
"GRM0115C1C6R3BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.3pF","±0.1pF",""
"GRM0115C1C6R3CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.3pF","±0.25pF",""
"GRM0115C1C6R3DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.3pF","±0.5pF",""
"GRM0115C1C6R3WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.3pF","±0.05pF",""
"GRM0115C1C6R4BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.4pF","±0.1pF",""
"GRM0115C1C6R4CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.4pF","±0.25pF",""
"GRM0115C1C6R4DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.4pF","±0.5pF",""
"GRM0115C1C6R4WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.4pF","±0.05pF",""
"GRM0115C1C6R5BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.5pF","±0.1pF",""
"GRM0115C1C6R5CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.5pF","±0.25pF",""
"GRM0115C1C6R5DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.5pF","±0.5pF",""
"GRM0115C1C6R5WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.5pF","±0.05pF",""
"GRM0115C1C6R6BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.6pF","±0.1pF",""
"GRM0115C1C6R6CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.6pF","±0.25pF",""
"GRM0115C1C6R6DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.6pF","±0.5pF",""
"GRM0115C1C6R6WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.6pF","±0.05pF",""
"GRM0115C1C6R7BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.7pF","±0.1pF",""
"GRM0115C1C6R7CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.7pF","±0.25pF",""
"GRM0115C1C6R7DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.7pF","±0.5pF",""
"GRM0115C1C6R7WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.7pF","±0.05pF",""
"GRM0115C1C6R8BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.8pF","±0.1pF",""
"GRM0115C1C6R8CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.8pF","±0.25pF",""
"GRM0115C1C6R8DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.8pF","±0.5pF",""
"GRM0115C1C6R8WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.8pF","±0.05pF",""
"GRM0115C1C6R9BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.9pF","±0.1pF",""
"GRM0115C1C6R9CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.9pF","±0.25pF",""
"GRM0115C1C6R9DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.9pF","±0.5pF",""
"GRM0115C1C6R9WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","6.9pF","±0.05pF",""
"GRM0115C1C750GE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","75pF","±2%",""
"GRM0115C1C750JE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","75pF","±5%",""
"GRM0115C1C7R0BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7pF","±0.1pF",""
"GRM0115C1C7R0CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7pF","±0.25pF",""
"GRM0115C1C7R0DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7pF","±0.5pF",""
"GRM0115C1C7R0WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7pF","±0.05pF",""
"GRM0115C1C7R1BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.1pF","±0.1pF",""
"GRM0115C1C7R1CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.1pF","±0.25pF",""
"GRM0115C1C7R1DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.1pF","±0.5pF",""
"GRM0115C1C7R1WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.1pF","±0.05pF",""
"GRM0115C1C7R2BE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.2pF","±0.1pF",""
"GRM0115C1C7R2CE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.2pF","±0.25pF",""
"GRM0115C1C7R2DE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.2pF","±0.5pF",""
"GRM0115C1C7R2WE01#","In Production","General|Up to 125℃|Reflow soldering","0.25 ±0.013mm","0.125 ±0.013mm","0.125 ±0.013mm","C0G(EIA)","16Vdc","7.2pF","±0.05pF",""
